studyId,siteName,isPoly,latDD (float),lonDD (float),polyWKT (string),collectionYear,latestYear,earliestYear,genus,species,subspecies,auth,studyTitle (string),investigators (string),webLocation (string),added
"sourcenode_database_itrdb_cana315","Firth River Yukon",false,68.783300,-142.350000,"",2002,2002,1067,"Picea glauca (Moench) Voss",,,,"Jacoby - Firth River Yukon - PCGL - ITRDB CANA315","Jacoby, G.C.; D'Arrigo, R.D.; Buckley, B.M.","https://doi.org/10.25921/5n2f-ng20",false
"sourcenode_database_itrdb_finl096","Kutujärvi",false,68.770000,27.150000,"",2015,2015,1752,"Pinus sylvestris L.",,,,"Esper - Kutujärvi Wet - PISY - ITRDB FINL096","Esper, J.; Konter, O.; Timonen, M.","https://doi.org/10.25921/sqq5-px07",false
"sourcenode_database_itrdb_finl097","Kutujärvi",false,68.770000,27.150000,"",2015,2015,1744,"Pinus sylvestris L.",,,,"Esper - Kutujärvi Dry - PISY - ITRDB FINL097","Esper, J.; Konter, O.; Timonen, M.","https://doi.org/10.25921/y8xy-af06",false
"sourcenode_database_itrdb_russ093","Murmashi",false,68.770000,32.800000,"",1992,1992,1715,"Pinus sylvestris L.",,,,"Schweingruber - Murmashi - PISY - ITRDB RUSS093","Schweingruber, F.H.","https://doi.org/10.25921/ax7g-vq96",false
"sourcenode_database_itrdb_russ096","Murmashi",false,68.770000,32.800000,"",1992,1992,1678,"Picea abies (L.) H. Karst.",,,,"Schweingruber - Murmashi - PCAB - ITRDB RUSS096","Schweingruber, F.H.","https://doi.org/10.25921/1ca9-6z47",false
"sourcenode_database_itrdb_russ194","Cherskii",false,68.750000,161.416700,"",2007,2007,1718,"Larix gmelinii (Rupr.) Kuzen.=L.kurulensis(Maxim ex Regel)Pilg.=L.dahuricaTurcz.exTratv=Larix cajanderi Mayr",,,,"Bunn - Cherskii - LAGM - ITRDB RUSS194","Bunn, A.G.; Lloyd, A.H.; Berner, L.T.","https://doi.org/10.25921/a3sd-v539",false
"sourcenode_database_itrdb_russ196","Grass Lake",false,68.750000,161.383300,"",2007,2007,1805,"Larix gmelinii (Rupr.) Kuzen.=L.kurulensis(Maxim ex Regel)Pilg.=L.dahuricaTurcz.exTratv=Larix cajanderi Mayr",,,,"Bunn - Grass Lake - LAGM - ITRDB RUSS196","Bunn, A.G.; Lloyd, A.H.; Berner, L.T.","https://doi.org/10.25921/w2x0-be19",false
"sourcenode_database_itrdb_russ198","Rodenka Hill",false,68.733300,161.550000,"",2007,2007,1835,"Larix gmelinii (Rupr.) Kuzen.=L.kurulensis(Maxim ex Regel)Pilg.=L.dahuricaTurcz.exTratv=Larix cajanderi Mayr",,,,"Bunn - Rodenka Hill - LAGM - ITRDB RUSS198","Bunn, A.G.; Lloyd, A.H.; Berner, L.T.","https://doi.org/10.25921/ekx7-7x95",false
"sourcenode_unknown_Non-uniform growth dynamics of a dominant boreal tree species (Picea mariana) in the face of rapid climate change","Trail Valley Creek",false,68.731700,-133.491700,"",2014,2014,1881,"Picea mariana (Mill.) Britton, Sterns, & Poggenb.",,,,"Sniderhan - Trail Valley Creek - PCMA - ITRDB CANA614","Sniderhan, A.E.; Baltzer, J.L.","https://doi.org/10.25921/6p7x-kg45",false
"sourcenode_unknown_A narrow window of summer temperatures associated with shrub growth in Arctic Alaska","SG Dalton Highway",false,68.700000,-148.900000,"",2010,2010,1964,"Salix spp.",,,,"Andreu-Hayles - SG Dalton Highway - SASP - ITRDB AK176","Andreu-Hayles, L.; Anchukaitis, K.J.; Martin-Fernández, J.; D'Arrigo, R.D.","https://doi.org/10.25921/vdkj-8t06",false
"sourcenode_unknown_A ring-width-based reconstruction of June-July minimum temperatures since AD 1245 from white spruce stands in the Mackenzie Delta region, northwestern Canada","Axel Channel Mackenzie Delta",false,68.683300,-134.516700,"",2006,2006,1579,"Picea glauca (Moench) Voss",,,,"Porter - Axel Channel Mackenzie Delta - PCGL - ITRDB CANA501","Porter, T.J.; Pisaric, M.F.J.","https://doi.org/10.25921/63ex-ja06",false
"sourcenode_database_itrdb_finl060","Morgammaras",false,68.670000,25.870000,"",1983,1983,1536,"Pinus sylvestris L.",,,,"Briffa - Morgammaras - PISY - ITRDB FINL060","Briffa, K.R.","https://doi.org/10.25921/aj2v-v736",false
"sourcenode_database_itrdb_russ195","Dvanieyar",false,68.666700,159.083300,"",2007,2007,1840,"Larix gmelinii (Rupr.) Kuzen.=L.kurulensis(Maxim ex Regel)Pilg.=L.dahuricaTurcz.exTratv=Larix cajanderi Mayr",,,,"Bunn - Dvanieyar - LAGM - ITRDB RUSS195","Bunn, A.G.; Lloyd, A.H.; Berner, L.T.","https://doi.org/10.25921/eb9h-7j94",false
"sourcenode_unknown_Arctic shrub growth trajectories differ across soil moisture levels","Kuparuk Riparian",false,68.662000,-149.430000,"",2015,2015,1972,"Salix pulchra Cham.",,,,"Ackerman - Kuparuk Riparian - SAPC - ITRDB AK151","Ackerman, D.; Griffin, D.; Hobbie, S.E.; Finlay, J.C.","https://doi.org/10.25921/fdmt-xz56",false
"sourcenode_unknown_Arctic shrub growth trajectories differ across soil moisture levels","Kuparuk Upland",false,68.662000,-149.428000,"",2015,2015,1965,"Salix pulchra Cham.",,,,"Ackerman - Kuparuk Upland - SAPC - ITRDB AK152","Ackerman, D.; Griffin, D.; Hobbie, S.E.; Finlay, J.C.","https://doi.org/10.25921/gh4c-gf71",false
"sourcenode_unknown_Tree-Ring-Reconstructed Summer Temperatures from Northwestern North America during the Last Nine Centuries","Firth River 1236",false,68.650000,-141.630000,"",2002,2002,1073,"Picea glauca (Moench) Voss",,,,"Anchukaitis - Firth River 1236 - PCGL - ITRDB AK132","Anchukaitis, K.J.; D'Arrigo, R.D.; Frank, D.C.; Andreu-Hayles, L.; Buckley, B.M.","https://doi.org/10.25921/qpt3-m390",false
"sourcenode_database_itrdb_russ182","Verhnutulomskij Ylä-Tuuloma",false,68.650000,31.670000,"",2001,2001,1681,"Pinus sylvestris L.",,,,"Meriläinen - Verhnutulomskij Ylä-Tuuloma - PISY - ITRDB RUSS182","Meriläinen, J.; Lindholm, M.; Timonen, M.","https://doi.org/10.25921/4v39-sc75",false
"sourcenode_unknown_Russian Arctic warming and 'greening' are closely  tracked by tundra shrub willows","Varandei",false,68.650000,58.366700,"",2005,2005,1921,"Salix lanata L.",,,,"Forbes - Varandei - SALA - ITRDB RUSS208","Forbes, B.C.; Macias Fauria, M.; Zetterberg, P.","https://doi.org/10.25921/et29-6504",false
"sourcenode_unknown_Uniform shrub growth response to June temperature across the North Slope of Alaska","Itkillik Upland",false,68.641000,-149.614000,"",2016,2016,1962,"Salix pulchra Cham.",,,,"Ackerman - Itkillik Upland - SAPC - ITRDB AK164","Ackerman, D.; Griffin, D.; Hobbie, S.E.; Popham, K.; Jones, E.; Finlay, J.C.","https://doi.org/10.25921/8xxd-0j97",false
"sourcenode_database_itrdb_ak033","Sheenjek River and Flats",false,68.630000,-143.720000,"",1979,1979,1296,"Picea glauca (Moench) Voss",,,,"Jacoby - Sheenjek River and Flats - PCGL - ITRDB AK033","Jacoby, G.C.; D'Arrigo, R.D.; Buckley, B.M.","https://doi.org/10.25921/y8h7-he87",false
"sourcenode_database_itrdb_cana029","Spruce Creek",false,68.630000,-138.630000,"",1977,1977,1570,"Picea glauca (Moench) Voss",,,,"Church - Spruce Creek - PCGL - ITRDB CANA029","Church, M.; Fritts, H.C.","https://doi.org/10.25921/q1jr-qz45",false
"sourcenode_unknown_A ring-width-based reconstruction of June-July minimum temperatures since AD 1245 from white spruce stands in the Mackenzie Delta region, northwestern Canada","Amacokvik Channel Mackenzie Delta",false,68.616700,-134.383300,"",2007,2007,1435,"Picea glauca (Moench) Voss",,,,"Porter - Amacokvik Channel Mackenzie Delta - PCGL - ITRDB CANA504","Porter, T.J.; Pisaric, M.F.J.","https://doi.org/10.25921/2ebx-6222",false
"sourcenode_database_itrdb_russ048","Olenjok",false,68.600000,112.250000,"",1990,1990,1450,"Larix gmelinii (Rupr.) Kuzen.=L.kurulensis(Maxim ex Regel)Pilg.=L.dahuricaTurcz.exTratv=Larix cajanderi Mayr",,,,"Schweingruber - Olenjok - LAGM - ITRDB RUSS048","Schweingruber, F.H.","https://doi.org/10.25921/0hbs-6125",false
"sourcenode_unknown_A ring-width-based reconstruction of June-July minimum temperatures since AD 1245 from white spruce stands in the Mackenzie Delta region, northwestern Canada","Noell Lake Mackenzie Delta Region",false,68.583300,-133.683300,"",2006,2006,1653,"Picea glauca (Moench) Voss",,,,"Porter - Noell Lake Mackenzie Delta Region - PCGL - ITRDB CANA514","Porter, T.J.; Pisaric, M.F.J.","https://doi.org/10.25921/p8hf-q343",false
"sourcenode_unknown_A ring-width-based reconstruction of June-July minimum temperatures since AD 1245 from white spruce stands in the Mackenzie Delta region, northwestern Canada","Hidden Lake Mackenzie Delta",false,68.583300,-134.100000,"",2003,2003,1563,"Picea glauca (Moench) Voss",,,,"Pisaric - Hidden Lake Mackenzie Delta - PCGL - ITRDB CANA523","Pisaric, M.F.J.; Porter, T.J.","https://doi.org/10.25921/7cp2-je85",false
"sourcenode_database_itrdb_norw025","Nedre Karingsvatnet",false,68.570000,16.060000,"",2013,2013,1725,"Pinus sylvestris L.",,,,"Esper - Nedre Karingsvatnet Wet - PISY - ITRDB NORW025","Esper, J.; Konter, O.; Kirchhefer, A.J.","https://doi.org/10.25921/513c-c765",false
"sourcenode_database_itrdb_norw026","Nedre Karingsvatnet",false,68.570000,16.060000,"",2013,2013,1701,"Pinus sylvestris L.",,,,"Esper - Nedre Karingsvatnet Dry - PISY - ITRDB NORW026","Esper, J.; Konter, O.; Kirchhefer, A.J.","https://doi.org/10.25921/738z-j267",false
"sourcenode_unknown_A ring-width-based reconstruction of June-July minimum temperatures since AD 1245 from white spruce stands in the Mackenzie Delta region, northwestern Canada","Pederson Channel Mackenzie Delta",false,68.533300,-134.633300,"",2007,2007,1499,"Picea glauca (Moench) Voss",,,,"Porter - Pederson Channel Mackenzie Delta - PCGL - ITRDB CANA515","Porter, T.J.; Pisaric, M.F.J.","https://doi.org/10.25921/zt0b-j283",false
"sourcenode_database_itrdb_russ197","Parshina",false,68.533300,160.200000,"",2007,2007,1828,"Larix gmelinii (Rupr.) Kuzen.=L.kurulensis(Maxim ex Regel)Pilg.=L.dahuricaTurcz.exTratv=Larix cajanderi Mayr",,,,"Bunn - Parshina - LAGM - ITRDB RUSS197","Bunn, A.G.; Lloyd, A.H.; Berner, L.T.","https://doi.org/10.25921/0h56-g852",false
"sourcenode_database_itrdb_finl022","Uusijoki Inari Peuravuono",false,68.530000,28.000000,"",1992,1992,1659,"Pinus sylvestris L.",,,,"Meriläinen - Uusijoki Inari Peuravuono - PISY - ITRDB FINL022","Meriläinen, J.; Lindholm, M.; Timonen, M.; Eronen, M.","https://doi.org/10.25921/11q4-zn66",false
"sourcenode_unknown_A ring-width-based reconstruction of June-July minimum temperatures since AD 1245 from white spruce stands in the Mackenzie Delta region, northwestern Canada","Jamieson Channel 2 Mackenzie Delta",false,68.516700,-135.066700,"",2007,2007,1453,"Picea glauca (Moench) Voss",,,,"Porter - Jamieson Channel 2 Mackenzie Delta - PCGL - ITRDB CANA509","Porter, T.J.; Pisaric, M.F.J.","https://doi.org/10.25921/k8wa-av83",false
"sourcenode_unknown_A ring-width-based reconstruction of June-July minimum temperatures since AD 1245 from white spruce stands in the Mackenzie Delta region, northwestern Canada","Fallen Tree Mackenzie Delta",false,68.516700,-133.866700,"",2003,2003,1332,"Picea glauca (Moench) Voss",,,,"Pisaric - Fallen Tree Mackenzie Delta - PCGL - ITRDB CANA522","Pisaric, M.F.J.; Porter, T.J.","https://doi.org/10.25921/nmkn-0n44",false
"sourcenode_unknown_Anomalous 20th century tree growth, Mackenzie Delta, Northwest Territories, Canada","Mike Smith's Site Mackenzie Delta",false,68.516700,134.000000,"",2003,2003,1611,"Picea glauca (Moench) Voss",,,,"Pisaric - Mike Smith's Site Mackenzie Delta - PCGL - ITRDB CANA526","Pisaric, M.F.J.; Porter, T.J.","https://doi.org/10.25921/ye3s-yb15",false
"sourcenode_database_itrdb_norw001","Lofoten Loedingen",false,68.480000,16.030000,"",1978,1978,1485,"Pinus sylvestris L.",,,,"Schweingruber - Lofoten Loedingen - PISY - ITRDB NORW001","Schweingruber, F.H.","https://doi.org/10.25921/7v6p-r415",false
"sourcenode_database_itrdb_norw003","Narvik",false,68.480000,17.730000,"",1978,1978,1702,"Pinus sylvestris L.",,,,"Schweingruber - Narvik - PISY - ITRDB NORW003","Schweingruber, F.H.","https://doi.org/10.25921/8m8a-dq94",false
"sourcenode_database_itrdb_swed018","Kaaresuvanto Enontekiö",false,68.480000,22.150000,"",1992,1992,1803,"Pinus sylvestris L.",,,,"Meriläinen - Kaaresuvanto Enontekiö - PISY - ITRDB SWED018","Meriläinen, J.; Lindholm, M.; Timonen, M.","https://doi.org/10.25921/8skf-am85",false
"sourcenode_unknown_Anomalous 20th century tree growth, Mackenzie Delta, Northwest Territories, Canada","Maggie Lake Mackenzie Delta",false,68.466700,-133.850000,"",2003,2003,1398,"Picea glauca (Moench) Voss",,,,"Pisaric - Maggie Lake Mackenzie Delta - PCGL - ITRDB CANA524","Pisaric, M.F.J.; Porter, T.J.","https://doi.org/10.25921/3zy6-9d79",false
"sourcenode_unknown_A ring-width-based reconstruction of June-July minimum temperatures since AD 1245 from white spruce stands in the Mackenzie Delta region, northwestern Canada","MP site Mackenzie Delta",false,68.466700,-133.866700,"",2003,2003,1545,"Picea glauca (Moench) Voss",,,,"Pisaric - MP site Mackenzie Delta - PCGL - ITRDB CANA525","Pisaric, M.F.J.; Porter, T.J.","https://doi.org/10.25921/4744-8e15",false
"sourcenode_unknown_A ring-width-based reconstruction of June-July minimum temperatures since AD 1245 from white spruce stands in the Mackenzie Delta region, northwestern Canada","West Channel 1 Mackenzie Delta",false,68.450000,-135.516700,"",2006,2006,1591,"Picea glauca (Moench) Voss",,,,"Porter - West Channel 1 Mackenzie Delta - PCGL - ITRDB CANA518","Porter, T.J.; Pisaric, M.F.J.","https://doi.org/10.25921/c089-mj80",false
"sourcenode_unknown_A ring-width-based reconstruction of June-July minimum temperatures since AD 1245 from white spruce stands in the Mackenzie Delta region, northwestern Canada","Blueberry Mackenzie Delta",false,68.450000,-133.850000,"",2006,2006,1501,"Picea glauca (Moench) Voss",,,,"Pisaric - Blueberry Mackenzie Delta - PCGL - ITRDB CANA520","Pisaric, M.F.J.; Porter, T.J.","https://doi.org/10.25921/v1eg-9t83",false
"sourcenode_database_itrdb_finl059","Riukuselka",false,68.450000,28.070000,"",1983,1983,1562,"Pinus sylvestris L.",,,,"Briffa - Riukuselka - PISY - ITRDB FINL059","Briffa, K.R.","https://doi.org/10.25921/vtxy-ky16",false
"sourcenode_database_itrdb_finl086","Kuusipää",false,68.450000,27.360000,"",2011,2011,1832,"Pinus sylvestris L.",,,,"Esper - Kuusipää Wet - PISY - ITRDB FINL086","Esper, J.; Holzkämper, S.; Timonen, M.","https://doi.org/10.25921/5c0g-es72",false
"sourcenode_database_itrdb_finl087","Kuusipää",false,68.450000,27.360000,"",2011,2011,1710,"Pinus sylvestris L.",,,,"Esper - Kuusipää Dry - PISY - ITRDB FINL087","Esper, J.; Holzkämper, S.; Timonen, M.","https://doi.org/10.25921/0hgj-p478",false
"sourcenode_database_itrdb_russ087","Alagea River",false,68.450000,147.580000,"",1991,1991,1579,"Larix gmelinii (Rupr.) Kuzen.=L.kurulensis(Maxim ex Regel)Pilg.=L.dahuricaTurcz.exTratv=Larix cajanderi Mayr",,,,"Schweingruber - Alagea River - LAGM - ITRDB RUSS087","Schweingruber, F.H.","https://doi.org/10.25921/h033-xq30",false
"sourcenode_unknown_A ring-width-based reconstruction of June-July minimum temperatures since AD 1245 from white spruce stands in the Mackenzie Delta region, northwestern Canada","Napoiak Channel 1 Mackenzie Delta",false,68.433300,-134.583300,"",2007,2007,1580,"Picea glauca (Moench) Voss",,,,"Porter - Napoiak Channel 1 Mackenzie Delta - PCGL - ITRDB CANA512","Porter, T.J.; Pisaric, M.F.J.","https://doi.org/10.25921/kv97-8444",false
"sourcenode_unknown_A ring-width-based reconstruction of June-July minimum temperatures since AD 1245 from white spruce stands in the Mackenzie Delta region, northwestern Canada","Deadwood Mackenzie Delta",false,68.433300,-133.816700,"",2003,2003,1483,"Picea glauca (Moench) Voss",,,,"Pisaric - Deadwood Mackenzie Delta - PCGL - ITRDB CANA521","Pisaric, M.F.J.; Porter, T.J.","https://doi.org/10.25921/g4sm-hq23",false
"sourcenode_database_itrdb_russ063","Ayandina River",false,68.420000,143.170000,"",1991,1991,1553,"Larix gmelinii (Rupr.) Kuzen.=L.kurulensis(Maxim ex Regel)Pilg.=L.dahuricaTurcz.exTratv=Larix cajanderi Mayr",,,,"Schweingruber - Ayandina River - LAGM - ITRDB RUSS063","Schweingruber, F.H.","https://doi.org/10.25921/evmt-ps03",false
"sourcenode_database_itrdb_russ192","Kola Peninsula",false,68.420000,35.280000,"",1997,1997,1577,"Pinus sylvestris L.",,,,"Gervais - Kola Peninsula - PISY - ITRDB RUSS192","Gervais, B.; MacDonald, G.M.","https://doi.org/10.25921/nhyg-1s36",false
"sourcenode_unknown_A ring-width-based reconstruction of June-July minimum temperatures since AD 1245 from white spruce stands in the Mackenzie Delta region, northwestern Canada","Napoiak Channel 2 Mackenzie Delta",false,68.400000,-134.266700,"",2007,2007,1687,"Picea glauca (Moench) Voss",,,,"Porter - Napoiak Channel 2 Mackenzie Delta - PCGL - ITRDB CANA513","Porter, T.J.; Pisaric, M.F.J.","https://doi.org/10.25921/ftx5-7c59",false
"sourcenode_unknown_Anomalous 20th century tree growth, Mackenzie Delta, Northwest Territories, Canada","Timber Site Mackenzie Delta",false,68.400000,-133.800000,"",2003,2003,1529,"Picea glauca (Moench) Voss",,,,"Pisaric - Timber Site Mackenzie Delta - PCGL - ITRDB CANA527","Pisaric, M.F.J.; Porter, T.J.","https://doi.org/10.25921/tbd0-mz06",false
"sourcenode_unknown_Uniform shrub growth response to June temperature across the North Slope of Alaska","Brooks Range Upland",false,68.375000,-149.295000,"",2015,2015,1966,"Salix pulchra Cham.",,,,"Ackerman - Brooks Range Upland - SAPC - ITRDB AK161","Ackerman, D.; Griffin, D.; Hobbie, S.E.; Popham, K.; Jones, E.; Finlay, J.C.","https://doi.org/10.25921/m3by-1d31",false
"sourcenode_unknown_A ring-width-based reconstruction of June-July minimum temperatures since AD 1245 from white spruce stands in the Mackenzie Delta region, northwestern Canada","Jamieson Channel 1 Mackenzie Delta",false,68.366700,-134.966700,"",2007,2007,1587,"Picea glauca (Moench) Voss",,,,"Porter - Jamieson Channel 1 Mackenzie Delta - PCGL - ITRDB CANA508","Porter, T.J.; Pisaric, M.F.J.","https://doi.org/10.25921/8tdp-ba95",false
"sourcenode_unknown_A ring-width-based reconstruction of June-July minimum temperatures since AD 1245 from white spruce stands in the Mackenzie Delta region, northwestern Canada","Schooner Channel Mackenzie Delta",false,68.366700,-134.666700,"",2007,2007,1603,"Picea glauca (Moench) Voss",,,,"Porter - Schooner Channel Mackenzie Delta - PCGL - ITRDB CANA517","Porter, T.J.; Pisaric, M.F.J.","https://doi.org/10.25921/ft3z-6w20",false
"sourcenode_unknown_Temperature-growth divergence in white spruce forests of Old Crow Flats, Yukon Territory, and adjacent regions of northwestern North America","Thomas Creek TH1",false,68.333300,-140.750000,"",2007,2007,1650,"Picea glauca (Moench) Voss",,,,"Porter - Thomas Creek TH1 - PCGL - ITRDB CANA550","Porter, T.J.; Pisaric, M.F.J.","https://doi.org/10.25921/xwsx-0t28",false
"sourcenode_unknown_Temperature-growth divergence in white spruce forests of Old Crow Flats, Yukon Territory, and adjacent regions of northwestern North America","Timber Creek TM1",false,68.333300,-139.716700,"",2007,2007,1631,"Picea glauca (Moench) Voss",,,,"Porter - Timber Creek TM1 - PCGL - ITRDB CANA551","Porter, T.J.; Pisaric, M.F.J.","https://doi.org/10.25921/qv92-4k53",false
"sourcenode_database_itrdb_swed329","Abisko Valley",false,68.330000,18.800000,"",1983,1983,1820,"Betula pubescens Ehrh. = Betula carpatica Walldst.& Kit.ex Willd.",,,,"Hoogesteger - Abisko Valley - BEPU - ITRDB SWED329","Hoogesteger, J.","https://doi.org/10.25921/rdqh-9833",false
"sourcenode_unknown_A ring-width-based reconstruction of June-July minimum temperatures since AD 1245 from white spruce stands in the Mackenzie Delta region, northwestern Canada","West Channel 2 Mackenzie Delta",false,68.316700,-135.200000,"",2007,2007,1474,"Picea glauca (Moench) Voss",,,,"Porter - West Channel 2 Mackenzie Delta - PCGL - ITRDB CANA519","Porter, T.J.; Pisaric, M.F.J.","https://doi.org/10.25921/6b30-6t26",false
"sourcenode_unknown_Non-uniform growth dynamics of a dominant boreal tree species (Picea mariana) in the face of rapid climate change","Inuvik",false,68.314720,-133.458300,"",2014,2014,1860,"Picea mariana (Mill.) Britton, Sterns, & Poggenb.",,,,"Sniderhan - Inuvik - PCMA - ITRDB CANA612","Sniderhan, A.E.; Baltzer, J.L.","https://doi.org/10.25921/vnd9-mm56",false
"sourcenode_unknown_A ring-width-based reconstruction of June-July minimum temperatures since AD 1245 from white spruce stands in the Mackenzie Delta region, northwestern Canada","Aklavik Channel 2 Mackenzie Delta",false,68.283300,-134.783300,"",2006,2006,1716,"Picea glauca (Moench) Voss",,,,"Porter - Aklavik Channel 2 Mackenzie Delta - PCGL - ITRDB CANA503","Porter, T.J.; Pisaric, M.F.J.","https://doi.org/10.25921/twze-wa27",false
"sourcenode_database_itrdb_cana138","Campbell Dolomite Upland",false,68.270000,-133.330000,"",1992,1992,1060,"Picea glauca (Moench) Voss",,,,"Szeicz - Campbell Dolomite Upland - PCGL - ITRDB CANA138","Szeicz, J.M.; MacDonald, G.M.; Lundberg, J.","https://doi.org/10.25921/vqjp-rr19",false
"sourcenode_database_itrdb_cana172","Campbell Dolomite Upland B fos.",false,68.270000,-133.330000,"",1828,1828,1175,"Picea glauca (Moench) Voss",,,,"Schweingruber - Campbell Dolomite Upland B fos. - PCGL - ITRDB CANA172","Schweingruber, F.H.","https://doi.org/10.25921/jc80-q251",false
"sourcenode_database_itrdb_cana173","Campbell Dolomite Upland B",false,68.270000,-133.330000,"",1992,1992,1466,"Picea glauca (Moench) Voss",,,,"Schweingruber - Campbell Dolomite Upland B - PCGL - ITRDB CANA173","Schweingruber, F.H.","https://doi.org/10.25921/k802-2k77",false
"sourcenode_unknown_A ring-width-based reconstruction of June-July minimum temperatures since AD 1245 from white spruce stands in the Mackenzie Delta region, northwestern Canada","Campbell Dolomite Uplands 1 Mackenzie Delta",false,68.266700,-133.400000,"",2007,2007,1158,"Picea glauca (Moench) Voss",,,,"Porter - Campbell Dolomite Uplands 1 Mackenzie Delta - PCGL - ITRDB CANA505","Porter, T.J.; Pisaric, M.F.J.","https://doi.org/10.25921/x1aj-2a81",false
"sourcenode_unknown_A ring-width-based reconstruction of June-July minimum temperatures since AD 1245 from white spruce stands in the Mackenzie Delta region, northwestern Canada","Kalinek Channel 2 Mackenzie Delta",false,68.266700,-134.150000,"",2007,2007,1596,"Picea glauca (Moench) Voss",,,,"Porter - Kalinek Channel 2 Mackenzie Delta - PCGL - ITRDB CANA511","Porter, T.J.; Pisaric, M.F.J.","https://doi.org/10.25921/5hp5-jd82",false
"sourcenode_unknown_A ring-width-based reconstruction of June-July minimum temperatures since AD 1245 from white spruce stands in the Mackenzie Delta region, northwestern Canada","Aklavik Channel 1 Mackenzie Delta",false,68.250000,-134.733300,"",2006,2006,1631,"Picea glauca (Moench) Voss",,,,"Porter - Aklavik Channel 1 Mackenzie Delta - PCGL - ITRDB CANA502","Porter, T.J.; Pisaric, M.F.J.","https://doi.org/10.25921/px48-dm36",false
"sourcenode_database_itrdb_russ027","Indikyakha-River",false,68.250000,80.180000,"",1990,1990,1592,"Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.",,,,"Schweingruber - Indikyakha-River - LASI - ITRDB RUSS027","Schweingruber, F.H.","https://doi.org/10.25921/r57g-rg48",false
"sourcenode_database_itrdb_swed019","Torneträsk r+f., Bartoli",false,68.230000,19.670000,"",1980,1980,441,"Pinus sylvestris L.",,,,"Schweingruber - Torneträsk r+f., Bartoli - PISY - ITRDB SWED019","Schweingruber, F.H.","https://doi.org/10.25921/n84x-bz75",false
"sourcenode_database_itrdb_swed020","Torneträsk rez., Bartoli",false,68.230000,19.670000,"",1980,1980,1400,"Pinus sylvestris L.",,,,"Schweingruber - Torneträsk rez., Bartoli - PISY - ITRDB SWED020","Schweingruber, F.H.","https://doi.org/10.25921/5kqa-ph58",false
"sourcenode_database_itrdb_swed021","Torneträsk fos., Bartoli",false,68.230000,19.670000,"",1936,1936,441,"Pinus sylvestris L.",,,,"Schweingruber - Torneträsk fos., Bartoli - PISY - ITRDB SWED021","Schweingruber, F.H.","https://doi.org/10.25921/jm39-qe83",false
"sourcenode_database_itrdb_finl072","Ketomella PK",false,68.220000,24.050000,"",2006,2006,1724,"Pinus sylvestris L.",,,,"Frank - Ketomella PK - PISY - ITRDB FINL072","Frank, D.C.; Esper, J.; Büntgen, U.; Wilson, R.J.S.; Verstege, A.; Nievergelt, D.; Timonen, M.","https://doi.org/10.25921/046t-kh83",false
"sourcenode_database_itrdb_finl073","Ketomella PT",false,68.220000,24.050000,"",2006,2006,1572,"Pinus sylvestris L.",,,,"Frank - Ketomella PT - PISY - ITRDB FINL073","Frank, D.C.; Esper, J.; Büntgen, U.; Wilson, R.J.S.; Verstege, A.; Nievergelt, D.; Timonen, M.","https://doi.org/10.25921/qc0x-7r10",false
"sourcenode_database_itrdb_finl074","Ketomella PW",false,68.220000,24.050000,"",2006,2006,1569,"Pinus sylvestris L.",,,,"Frank - Ketomella PW - PISY - ITRDB FINL074","Frank, D.C.; Esper, J.; Büntgen, U.; Wilson, R.J.S.; Verstege, A.; Nievergelt, D.; Timonen, M.","https://doi.org/10.25921/2ysx-2k47",false
"sourcenode_unknown_Temperature-growth divergence in white spruce forests of Old Crow Flats, Yukon Territory, and adjacent regions of northwestern North America","Old Crow River site OC54",false,68.216700,-140.083300,"",2007,2007,1615,"Picea glauca (Moench) Voss",,,,"Porter - Old Crow River site OC54 - PCGL - ITRDB CANA546","Porter, T.J.; Pisaric, M.F.J.","https://doi.org/10.25921/2keh-rs47",false
"sourcenode_unknown_Torneträsk tree-ring width and density AD 500-2004: a test of climatic sensitivity and a new 1500-year reconstruction of north Fennoscandian summers","Torneträsk 2012",false,68.216700,19.750000,"",2010,2010,-5407,"Pinus sylvestris L.",,,,"Grudd - Torneträsk - PISY - ITRDB SWED334","Grudd, H.","https://doi.org/10.25921/fpp4-yp05",false
"sourcenode_database_itrdb_swed332","Torneträsk TR",false,68.200000,19.800000,"",2005,2005,1796,"Pinus sylvestris L.",,,,"Frank - Torneträsk TR - PISY - ITRDB SWED332","Frank, D.C.; Esper, J.; Büntgen, U.; Wilson, R.J.S.; Verstege, A.; Nievergelt, D.; Grudd, H.","https://doi.org/10.25921/g7vp-z612",false
"sourcenode_database_itrdb_swed333","Torneträsk TW",false,68.200000,19.800000,"",2006,2006,1800,"Pinus sylvestris L.",,,,"Frank - Torneträsk TW - PISY - ITRDB SWED333","Frank, D.C.; Esper, J.; Büntgen, U.; Wilson, R.J.S.; Verstege, A.; Nievergelt, D.; Grudd, H.","https://doi.org/10.25921/j2fq-d856",false
