,text,authors,sub_cluster
172,"Reconstruction of short vegetation Seasons at the north of western Siberia on chronology of circannual rings | Cores of larch (Larix sibirica Ledeb.) and spruce (Picea obovata Ledeb.) were collected on three sites in Western Siberia along the Ob river (65°15' N 65°29' E - 66°38' N 66°20' E) to reveal light rings with purpose (1) to learn possible reasons to light ring formation along the Ob river and (2) to reconstruct extreme climatic events. In the study area the light-ring formation is connected with unusual low temperature of May, June, August, but conditions of light-ring formation are different between species and sites. The period 1880-2000 has 4 years with light rings in coniferous wood at all three sites. Larch light-ring chronologies have 11 common years and spruce chronologies have 5 years. Results of a multiple linear stepwise regression showed that May and June temperatures explain 20-30% of light ring variance in spruce, and May, June and August temperatures explain 30-36% of light ring variance in larch. Infl uence of big volcanic eruption to light-ring formation in the study area was investigated. Керны с деревьев лиственницы (Larix sibirica Ledeb.) и ели (Picea obovata Ledeb.), произрастаю- щие в долине нижнего течения р. Обь (65°15' с.ш. 65°29' в.д. - 66°38' с.ш. 66°20' в.д.), собраны на трех точках по направлению с севера на юг, для выявления светлых колец - годичные слоев приро- ста со светлой окраской, обусловленной нарушением процессов формирования поздней древеси- ны, которые часто встречаются в экстремальных условиях произрастания. Получены видоспеци- фичные хронологии, которые использовали, чтобы изучить: 1) возможные причины, влияющие на образование светлых колец, и 2) реконструировать экстремальные климатические явления. Обра- зование светлых колец в регионе нижней Оби в основном связано с необычно низкой средней тем- пературой мая, июня и августа, но имеются различия между видами и по условиям местопроизра- стания. Между 1880 и 2000 гг. было идентифицировано четыре года, когда формируются светлые кольца на всех местообитаниях у обоих видов, при этом у хронологий по лиственнице выявлено 11 общих лет, а у хронологий ели - пять. Множественный пошаговый линейный регрессионный анализ показал, что температуры мая и августа объясняют от 20 до 30% изменчивости количества светлых колец у ели, а мая или июня и августа 30-36% у лиственницы. Изучено влияние крупных извержений вулканов на формирование светлых колец в районе исследования. | ['agafonov', 'gurskaya'] | ","['agafonov', 'gurskaya']",2
173,"Reconstruction of subarctic lake levees over past centuries using tree rings | This paper presents the dendrochronological markers used to date the erosive activity of ice and waves on the shores of two large lakes in Northern Quebec. Damages to trees are dated by detailed analysis of anomalous tree rings in response to the shore geomorphic activity associated with extreme water levels over the last 2 centuries. Spring floods are dated using ice scars on trees and shrubs. Lake ice breakup occurs 4-6 weeks after snowmelt. Marks on trees made by ice displaced by the wind indicate the flood levels. Once ice breakup is complete, waves erode forest edges. Tree tilting, dated by counting rings in compression wood, mark high lake levels at the beginning of summer. At submerged sites that are not subject to waves and ice, stress related to prolonged submersion results in narrow tree rings. Trees located in the immersion rone show narrow rings compared to wider rings in unsubmerged trees. However. tree response is not immediate; they can primarily respond to sequences of several consecutive years of stress, reducing the resolution of dating to 2-3 years. Rings of submerged trees are denser than average. These high water level markers, as well as population recruitment showed by the age structure of shoreline trees and shrubs, which establish during intercalary years of low water levels, were used to date the extreme levels of two large lakes at the interface between the upper boreal and subarctic regions in northeastern Canada. During the past 200 years, the annual extreme levels have been increasing, becoming even more pronounced in the 1930s, and may be due to a century-long increase in snow precipitation. The summers seem to be drier. The 1930s, 1950s, and 1970s were marked by a high frequency of high water levels. Intercalary periods of low water levels allowed regeneration of shoreline forests and recovery of trees damaged during these events. It appears that episodes similar to the recent period of low waters experienced in the American northeast since 1982 may have occurred in the past during the 1920s, 1940s, and 1960s. | ['begin'] | ",['begin'],3
174,"Reconstruction of summer Palmer Drought Severity Index from delta C-13 of larch tree rings in East Siberia | We present a dendroclimatic reconstruction of Palmer Drought Severity Index (PDSI) in Yakutsk (62 degrees 14'N, 129 degrees 37'E), East Siberia using a larch tree-ring (latewood) delta C-13 chronology (1780-2008 AD). The correlation function analysis showed significant positive correlations between earlywood, latewood and total ring width and July PDSI of the previous summer. On the other hand, tree-ring delta C-13 from earlywood, latewood and total ring showed significant negative correlations with July PDSI in current summer, of which latewood delta C-13 showed highest correlation with PDSI. A moving-window correlation analysis demonstrated that the temporal stability in correlation between tree-ring variables and PDSI was highest when July PDSI was compared with latewood delta C-13. Tree-ring delta C-13 values were corrected by taking account of both the changes in the isotope ratio of atmospheric CO2 (delta C-13(a)) and the plant physiological response to changes in atmospheric CO2 concentration (C-a). This correction significantly improved the sensitivity of larch tree-ring delta C-13 to PDSI, demonstrating that the correction is useful in building a reliable model to estimate past changes in PDSI. Our study shows that larch tree-ring delta C-13 has enough potential to reconstruct July PDSI series. Using a liner regression model, July PDSI was reconstructed from latewood delta C-13 over the last 229 years. The reconstruction showed an interannual to decadal wet/dry fluctuation with a decreasing trend from 1780 to 1960, suggesting that aridification progressed at least after the late Little Ice Age in East Siberia to the modern period of global warming. (C) 2012 Elsevier Ltd and INQUA. All rights reserved. | ['hoshino', 'maximov', 'sugimoto', 'tei', 'yonenobu'] | ","['hoshino', 'maximov', 'sugimoto', 'tei', 'yonenobu']",2
175,"Reconstruction of the past 1000-a temperature in Canada based on pollen data | Reconstructions of past climate based on pollen data have formed a robust approach and produced a great of products in time scales from a millennium to ten millenniums. However, it is an attempt for reconstruction of the past decade-century climate in the Global Change field. This note reports a reconstruction of the past 1000-a temperature in a 50-a scale in Canada based on pollen data. Because there were little human activities during the last 1000 years in North America, the climate in the period mainly responded to natural changes. The reconstruction of a natural-forcing change in the climate can provide a basis to recognize the climate changes impacted from human activities in China. The technique of modern analogue can be implemented to reconstruct the past millennium climate in China. | ['ke', 'yu'] | ","['ke', 'yu']",2
176,"Recurrence of spruce budworm outbreaks for two hundred years in western Quebec | [See FA 27, 2488] A study of basal discs from 18 white spruce and 8 black spruce trees, 100-220 yr old, showed that suppression of radial growth, indicating outbreaks of Choristoneura fumiferana, began in 1910, 1940 and 1967. No evidence was found of any outbreak in the 19th century; evidence from 3 white spruce indicated an outbreak in 1783. | ['blais'] | ",['blais'],1
177,"Regional and ecological patterns in interior Douglas-fir climate-growth relationships in British Columbia, Canada | How climate change will affect tree growth across species' geographic and climatic ranges remains a critical knowledge gap Tree-ring data were analyzed from 33 interior Douglas-fir (Pseudotsuga menziesu var glauca (Beissn) Franco) stands spanning wide geographic and climatic conditions in the interior of British Columbia to gain insights into how within-species growth responses to climate can vary based on local environmental conditions over a broad climatic and geographic range, including populations growing at the species' range and climatic margins Populations growing in relatively warm and dry climates had growth patterns correlated mostly with annual precipitation, whereas populations growing in high-elevation wet and cold climates had growth patterns correlated with snowfall, winter and annual temperatures, and ocean atmosphere climate systems Populations growing at climatic extremes (e g, coldest, driest, warmest) in each study region had the strongest responses to climate Projected climate change may negatively influence Douglas-fir productivity across most of its range. and populations growing near the species' climatic limits may provide early and strong indications of future responses | ['green', 'griesbauer'] | ","['green', 'griesbauer']",3
178,"Regional features of the radial growth of larch in North Central Siberia according to millennial Tree-Ring chronologies | A 1138-year tree-ring chronology has been constructed for the region of the Bol'shoi Avam River (the Putoran Plateau). Its comparison with millennial chronologies for the Taimyr Peninsula and Mangazeya has shown that all these chronologies are fairly synchronous with respect to both high-frequency (annual) and low-frequency (long-term) components, although each has its specific regional features. The results of dendroclimatic analysis provide evidence for the prevailing influence of air temperature in July (compared to that in June) on the radial growth of larch in the middle reaches of the Bol'shoi Avam. Consistent long-term changes in radial tree increment (and in summer air temperature) in a large sector of the Subarctic over the past 1000 years have been revealed. | ['hughes', 'naurzbaev', 'shishov', 'sidorova', 'vaganov'] | ","['hughes', 'naurzbaev', 'shishov', 'sidorova', 'vaganov']",3
179,Regional spread and stand-scale establishment of trees investigated by pollen analysis and modeling |  | ['bradshaw'] | ,['bradshaw'],2
180,"Relations between tree-ring widths, climate, and annual area burned in the boreal forest of Alberta | Ring-width chronologies from three white spruce (Picea glauca (Moench) Voss) and two jack pine (Pinus banksiana Lamb.) sites in the boreal forest of northern Alberta were constructed to determine whether they could provide proxy records of monthly weather, summer fire weather, and the annual area burned by wildfires in Wood Buffalo National Park. All but one of the standard and residual chronologies exhibited significant positive correlations with June precipitation in the growth year, and all but three of the chronologies exhibited positive correlations with precipitation in June, July, or August of the previous year. Three of the residual chronologies also exhibited negative correlations with June temperature in the growth year. Four of the standard and residual chronologies exhibited significant correlations with the Seasonal Severity Rating fire weather variable from Fort Smith, N.W.T. Four of the standard chronologies and three of the residual chronologies exhibited significant correlations with the annual area burned in Wood Buffalo National Park. Significant correlations were also found for some of the standard and residual chronologies with fire weather and annual area burned in the previous year. These results suggest that ring widths and annual area burned in this portion of the boreal forest are sensitive to similar weather conditions. Tree-ring records may therefore provide a useful means of examining decadal to centennial length relations between climate and annual area burned in the boreal forest. | ['larsen', 'macdonald'] | ","['larsen', 'macdonald']",3
181,"Relationship of temperature and light ring formation at subarctic treeline and implications for climate reconstruction | During the past 8 centuries, light rings (LRs) have occasionally formed in black spruce (Picea mariana) at treeline near Bush Lake, northern Quebec (Canada) (L. Filion, S. Payette, L. Gauthier, and Y. Boutin, 1986, Quaternary Research 26, 272-279; A. Delwaide, L. Filion, and S. Payette, 1991, Canadian Journal of Forest Research 21, 1828-1832). New analyses of climate data compiled during the period of overlapping tree-ring and instrumental records show that years of LR formation at Bush Lake have unusually cool May, June, August, and September temperatures. The analyses also show that August-September temperatures strongly correlate with May-July temperatures. Thus, late spring and entire growing-season temperatures influence LR formation at subarctic tree-line. LRs formed in at least 5% of the trees at Bush Lake when May-September mean temperatures at Inukjuak fell below 4.2 degree C and August-September mean temperatures fell below 6.7 degree C. These threshold temperature/LR relationships can be used to infer limiting summer temperatures during the period preceding instrumental records. For example, the LR record suggests that May-September temperatures at northern Quebec treeline dropped below 4.2 degree C in A.D. 1601 after a major volcanic eruption of unknown source. Visual assessments of LR occurrence provide a new approach for extracting quantitative paleoclimatic information from tree rings. | ['filion', 'savage', 'yamaguchi'] | ","['filion', 'savage', 'yamaguchi']",3
182,"A high-resolution reconstruction of Storglaciären mass balance back to 1780/81 using tree-ring data and circulation indices | Storglaciären in northernmost Sweden has the world's longest ongoing continuous mass-balance record, starting in 1946. To extend this mass-balance record, we have reconstructed summer (bS) and winter (bW) mass balances separately back to the mass balance year 1780/81 with annual resolution. We used tree-ring data for bS and a set of circulation indices, based on the sea-level pressure, for bW. Both proxies have correlation coefficients with respective mass balance components of ca. 0.7. The reconstructed net balance (bN) of Storglaciären was well correlated to the observations during 1946-1980 (r = 0.8, p &lt; 0.05). Our reconstruction agrees well with previously obtained results of northern Sweden glacier variability, where the predominantly positive bN years between 1890 and 1910 correspond to the well documented post-Little Ice Age advance of Storglaciären. Furthermore, the results suggest that bS, as a function of summer temperatures, is more important than bW in determining the bN, which is contrary to glaciers in the maritime parts of western Scandinavia. In general, bN has been negative over the last 220 yr, suggesting a predomination of continental conditions over northern Sweden. However, the influence of bW increased in the late twentieth century, indicating a shift to a more oceanic climate regime. © 2006 University of Washington. | ['chen', 'jansson', 'linderholm'] | ","['chen', 'jansson', 'linderholm']",2
183,"Response of central Siberian Scots pine to soil water deficit and long-term trends in atmospheric CO2 concentration | [1] Twenty tree ring C-13/C-12 ratio chronologies from Pinus sylvestris (Scots pine) trees were determined from five locations sampled along the Yenisei River, spaced over a total distance of similar to1000 km between the cities of Turuhansk (66degreesN) and Krasnoyarsk (56degreesN). The transect covered the major part of the natural distribution of Scots pine in the region with median growing season temperatures and precipitation varying from 12.2degreesC and 218 mm to 14.0degreesC and 278 mm for Turuhansk and Krasnoyarsk, respectively. A key focus of the study was to investigate the effects of variations in temperature, precipitation, and atmospheric CO2 concentration on long-and short-term variation in photosynthetic C-13 discrimination during photosynthesis and the marginal cost of tree water use, as reflected in the differences in the historical records of the C-13/C-12 ratio in wood cellulose compared to that of the atmosphere (Delta(13)C(c)). In 17 of the 20 samples, trees Delta(13)C(c) has declined during the last 150 years, particularly so during the second half of the twentieth century. Using a model of stomatal behaviour combined with a process-based photosynthesis model, we deduce that this trend indicates a long-term decrease in canopy stomatal conductance, probably in response to increasing atmospheric CO2 concentrations. This response being observed for most trees along the transect is suggestive of widespread decreases in Delta(13)C(c) and increased water use efficiency for Scots pine in central Siberia over the last century. Overlying short-term variations in Delta(13)C(c) were also accounted for by the model and were related to variations in growing season soil water deficit and atmospheric humidity. | ['arneth', 'bird', 'gleixner', 'grigoryev', 'kalaschnikov', 'lloyd', 'santruckova', 'schulze'] | ","['arneth', 'bird', 'gleixner', 'grigoryev', 'kalaschnikov', 'lloyd', 'santruckova', 'schulze']",0
184,"Response of Larix cajanderi to climatic changes at the upper timberline and in the Indigirka River Valley | A comparative analysis of increment revealed that a response of Larix cajanderi Mayr to climatic changes was different independently of its habitat. The air temperature in the first half of growing periods is a leading factor that determines variability of the radial increment. The results of measuring the radial increment in trees from various sites may be combined when a long-term chronology is made. The long-term chronology obtained is a reliable quantitative indicator of changes in early summer air temperatures for the last 2500 years. | ['naurzbaev', 'sidorova'] | ","['naurzbaev', 'sidorova']",3
185,"Response of Old-Growth Montane Picea-Abies L. Karst. Forest to Climatic Variability in Northern Sweden | Repeat photography and tree ring analyses were used to investigate structural change, 1938-88, of an old growth and high elevation Picea abies (L.) Karst. forest in northern Sweden. The forest, initially moribund, senescent and top-broken, regenerated broken tops and apparently gained in vigour. Up to the 1930s this progressive change was pre-dated by an increase of annual increment growth, which subsequently declined until the 1980s. The tree-ring response concurs with the general course of summer temperature while canopy processes appear to lag behind. The study stresses the importance of phenotypic plasticity for long-term behaviour of marginal spruce forest. It is also evident that canopy development is not a fully predictable ageing process, but to some extent dependent on climatic variability. | ['alexandersson', 'hofgaard', 'kullman'] | ","['alexandersson', 'hofgaard', 'kullman']",2
186,"Response of tree-ring width and density of Pinus sylvestris to climate beyond the continuous northern forest line in Finland | The influence of minimum, maximum and mean monthly temperatures and precipitation on the radial growth of Scots pine (Pinus sylvestris L.) was studied beyond the continuous forest line in northern Finland. Latewood density, annual ring width and earlywood width respond more strongly to climate than latewood width or earlywood density. Earlywood width is controlled by precipitation in June and temperatures in mid winter (December/January) and March. Low mean temperature in April, adequate precipitation in May and a warm July results in wide rings. A long and warm vegetation period results in high latewood density, the strongest correlations occurring with July and August temperature and precipitation. (C) 2005 Elsevier GmbH. All rights reserved. | ['tuovinen'] | ",['tuovinen'],2
187,"Retrospective analysis of growth and reproduction in Cassiope tetragona and relations to climate in the Canadian High Arctic | Techniques of retrospective growth analysis, adapted from dendrochronology, were applied to Cassiope tetragona, an evergreen dwarf-shrub, sampled at Alexandra Fiord, Ellesmere Island, Canada. A new method of delimiting annual growth increments through patterns in leaf node placement along a stem was utilized. Chronologies of mean annual stem elongation, leaf production, and flower production were developed, and estimates of these parameters agree with those obtained for other arctic populations of C. tetragona. Stem elongation and leaf production were positively correlated in the same year. Flower production was positively correlated with growth in the previous year, but negatively correlated with growth in the same year. This pattern was interpreted as the effects of resource allocation strategies, namely, the preemption of within-plant resources by flower production once flowering is initiated. All chronologies were significantly correlated with climate records from Alexandra Fiord and Eureka, Ellesmere Island, with the majority of significant correlations occurring with June and July temperatures. Flower production appeared to be most sensitive to variations in summer temperatures, and climate response functions which included previous growth explained up to 84% of the variation in the flowering chronology. Unstandardized leaf and flower number chronologies were used to provide an independent test of the climate transfer function presented in Havstrom et al. (1995). The results indicate that C. tetragona may be used successfully to generate proxy climate data, although use of standardized chronologies is recommended. Two predictive models for July temperatures at Alexandra Fiord, based on standardized chronologies, are presented to provide future opportunities for verification and application of this technique. | ['henry', 'johnstone'] | ","['henry', 'johnstone']",2
188,"A 930-year ring-width chronology from moisture-sensitive white spruce (Picea glauca Moench) in northwestern Canada | A 930-year tree-ring chronology was constructed from living and subfossil white spruce (Picea glauca Moench) from the Campbell Dolomite Upland, Northwest Territories, Canada. Response function analysis using climate data from nearby Inuvik indicates that 69% of the variation in ring widths can be explained by monthly precipitation and temperature. Ring width is most strongly correlated with high precipitation between February and May. There is also a significant negative relationship between ring widths and temperatures during the previous growing season. Periods of slow radial growth at Ao 1820-1855, 1700-1710, 1585-1610, 1395-1405, 1260-1300 and 1125-1170 are assumed to be associated with times of increased moisture stress. Periods of rapid growth at AD 1925-1940, 1770-1780, 1725-1740, 1510-1560, 1215-1260 and 1185-1205 likely reflect higher precipitation and/or decreased moisture stress. This chronology is the oldest yet published from northwestern Canada and the first that provides a dendrohydrological record. | ['macdonald', 'szeicz'] | ","['macdonald', 'szeicz']",2
189,"Rise and demise of cold-climate Picea abies forest in Sweden | The study focuses on structural and compositional dynamics of high-elevation (boreal) mixed Picea-Betula forest in the Swedish Scandes. Data from seven years' monitoring of crown condition (defoliation), seed viability, soil and air temperatures, a tree-ring chronology and the age structure of Picea are presented. Real long-term dynamism of the tree cover was inferred from radiocarbon dates of buried subfossil wood. At all time-scales, the forest has responded sensitively to thermal variability. Picea seed viability, demography and radial growth correlated positively with summer temperature. The current Picea population largely results from warming during the first half of the 20th century. However, cooler climate in the past c. five decades has led to reduced population and radial growth as well as accelerating crown defoliation. This decline is related primarily to winter soil temperatures. The mechanism of needle loss is deduced to be winter desiccation and resulting cavitation of the xylem. It is hypothesized that previous similar episodes have been balanced by periods of spruce expansion. The successional history leading up to the present stage includes fire disturbance and subsequent cooling during the Little Ice Age, which prolonged and consolidated the early post-fire Betula phase. Pinus was incapable of penetrating these unusually dense birch stands, whereas the shade-intolerant spruce could establish progressively as climate warmed. This course of structural and compositional dynamism relates to complex interactions of disturbance, climate change and reproductive responses. | ['kullman'] | ",['kullman'],2
190,"Russian Arctic warming and 'greening' are closely tracked by tundra shrub willows | Growth in arctic vegetation is generally expected to increase under a warming climate, particularly among deciduous shrubs. We analyzed annual ring growth for an abundant and nearly circumpolar erect willow (Salix lanata L.) from the coastal zone of the northwest Russian Arctic (Nenets Autonomous Okrug). The resulting chronology is strongly related to summer temperature for the period 1942-2005. Remarkably high correlations occur at long distances (> 1600 km) across the tundra and taiga zones of West Siberia and Eastern Europe. We also found a clear relationship with photosynthetic activity for upland vegetation at a regional scale for the period 1981-2005, confirming a parallel 'greening' trend reported for similarly warming North American portions of the tundra biome. The standardized growth curve suggests a significant increase in shrub willow growth over the last six decades. These findings are in line with field and remote sensing studies that have assigned a strong shrub component to the reported greening signal since the early 1980s. Furthermore, the growth trend agrees with qualitative observations by nomadic Nenets reindeer herders of recent increases in willow size in the region. The quality of the chronology as a climate proxy is exceptional. Given its wide geographic distribution and the ready preservation of wood in permafrost, S. lanata L. has great potential for extended temperature reconstructions in remote areas across the Arctic. | ['fauria', 'forbes', 'zetterberg'] | ","['fauria', 'forbes', 'zetterberg']",3
191,"Salix arctica (Pall.): its potential for dendroclimatological studies in the high arctic | Salix arctica, is one of the most northerly occurring plants. A 40-year climate record was available for northern Ellesmere Island (82 degrees 50'N 78 degrees W) in the high Arctic and 30- to 60-year-old samples of arctic willow from this area were evaluated for their potential for dendroclimatological reconstructions. Nine of the 11 samples could be partially cross-dated but growth was very slow (0.07 mm/year). Missing rings in older wood were common. To minimize missing rings and facilitate ring width measurement chronologies must be developed using sections from the entire stem length. Frost rings and establishment years were also promising sources of weather information. Four specimens became established in the mid-1950s, a period of warm summers, and four in the mid-1930s, suggesting that similar conditions prevailed at that time. | ['bradley', 'woodcock'] | ","['bradley', 'woodcock']",3
192,"Past changes in the Scots pine forest line and climate in Finnish Lapland: a study based on megafossils, lake sediments, and GIS-based vegetation and climate data | Subfossil samples of Scots pine (Pinus sylvestris) and evidence of pine stomata and pollen accumulation rates from previously studied lakes located beyond the present pine forest line in Finnish Lapland were used to reconstruct the extent of the past forest line and the corresponding minimum shift in mean July temperatures, compared with the present. The location of the present pine forest line follows the c. +12.2 degrees C mean July temperature isoline (1961-1990). When minimum shifts in mean July temperatures during the Holocene were studied, the estimated glacio-isostatic land uplift and its regional differences were taken into account. Results indicate that pine reached its maximum distribution between 8300 and 4000 cal. yr BP. The inferred minimum shift in mean July temperature was at that time c. +2.5 degrees C. Until 3000 cal. yr BP, the results indicate a shift of c. +1 degrees C. Between 2538 and 1721 cal. yr BP, evidence for a wider distribution of pine in Finnish Lapland is lacking. During the 'Mediaeval Warm Period' the reconstructed minimum shift in mean July temperature was +0.5 degrees C. The record of subfossil pines beyond the present pine treeline ceases during the initiation of the 'Little Ice Age', c. 700 years ago. | ['eronen', 'kultti', 'mikkola', 'timonen', 'virtanen'] | ","['eronen', 'kultti', 'mikkola', 'timonen', 'virtanen']",0
193,"Scots pine growth trends in Northwestern Kola Peninsula as an indicator of positive changes in the carbon cycle | Growth trends of Scots pine (Pinus sylvestris) at its northernmost extent may be an indicator of changes in the carbon cycle of terrestrial forest ecosystems. Using a method which removed age trends from the data, a time-series analysis of annual radial increment in wood over the last few decades compared with the period of the last registered warming (maximum around 1930-40), revealed elevated growth of 78% for trees 0-20 years old, 56% for trees 21-40 years old, 21% for trees 41-60 years old, and 10% for trees more than 101 years old. Increments of trees in the 61-80 and 81-100 years old age classes from the two periods were similar. The higher rate of growth in recent times occurred despite a decrease in temperature after about 1940 and significant air pollution. During the last century growth of Scots pine increased for trees in all age groups, except for trees in the 81-100 year old age class for which it was constant. The average rates of growth were estimated at 0.016 mm/year for trees in the 0-20 year age class, 0.012 mm/year for the 21-40 year age class, 0.005 mm/year for the 41-60 year age class, 0.008 mm/year for the 61-80 year age class and 0.006 mm/year for trees in the greater than 101 year age class. The growth trends were unstable over time and took place concurrent with increasing oscillations in radial increment. The most probable reasons for the marked increase in radial increment growth of Scots pine in this region are climate warming and higher levels of carbon dioxide. Together these may produce a synergistic effect on growth. | ['alekseev', 'soroka'] | ","['alekseev', 'soroka']",0
194,"Secular trends in high northern latitude temperature reconstructions based on tree rings |  | ['darrigo', 'jacoby'] | ","['darrigo', 'jacoby']",4
195,"Selected Local to Regional Trl-Ldeo Northern Tree-Ring Studies |  | ['darrigo', 'darrigo', 'davi', 'davi', 'jacoby', 'jacoby', 'wile', 'wile', 'wilson', 'wilson'] | ","['darrigo', 'darrigo', 'davi', 'davi', 'jacoby', 'jacoby', 'wile', 'wile', 'wilson', 'wilson']",4
